Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Snow on Grnd (cm),Dir of Max Gust (10s deg),Spd of Max Gust (km/h)
-82.96,42.28,WINDSOR,6139527,3/18/2018,2018,3,18,14.6,-5.4,4.6,13.4,0,0,0,0,0,27,43
-82.96,42.28,WINDSOR,6139527,3/19/2018,2018,3,19,5.5,-2.6,1.5,16.5,0,0,0,0,0,2,54
-82.96,42.28,WINDSOR,6139527,3/20/2018,2018,3,20,4.8,-3.5,0.7,17.3,0,0,0,0,0,3,57
-82.96,42.28,WINDSOR,6139527,3/21/2018,2018,3,21,5.2,-2.3,1.5,16.5,0,0,0,0,0,5,52
-82.96,42.28,WINDSOR,6139527,3/22/2018,2018,3,22,7.2,-4.8,1.2,16.8,0,0,0,0,0,33,39
-82.96,42.28,WINDSOR,6139527,3/23/2018,2018,3,23,5.7,-4.9,0.4,17.6,0,0,0,0,0,5,41
-82.96,42.28,WINDSOR,6139527,3/24/2018,2018,3,24,3.6,-4.9,-0.7,18.7,0,0,0,0,0,6,54
-82.96,42.28,WINDSOR,6139527,3/25/2018,2018,3,25,3.7,-5.8,-1.1,19.1,0,0,0,0,0,4,54
-82.96,42.28,WINDSOR,6139527,3/26/2018,2018,3,26,10.5,-4.2,3.2,14.8,0,3.6,0,3.6,0,12,54
-82.96,42.28,WINDSOR,6139527,3/27/2018,2018,3,27,10.8,3.9,7.4,10.6,0,5.4,0,5.4,0,14,41
-82.96,42.28,WINDSOR,6139527,3/28/2018,2018,3,28,6.7,2.5,4.6,13.4,0,2.2,0,2.2,0,,<31
-82.96,42.28,WINDSOR,6139527,3/29/2018,2018,3,29,6.1,2.9,4.5,13.5,0,12.9,0,12.9,0,36,32
-82.96,42.28,WINDSOR,6139527,3/30/2018,2018,3,30,,0.1,,,0,0,0,0,0,35,41
-82.96,42.28,WINDSOR,6139527,3/31/2018,2018,3,31,9.9,-0.3,4.8,13.2,0,2.8,0,2.8,0,20,65
-82.96,42.28,WINDSOR,6139527,4/1/2018,2018,4,1,5.1,-1.6,1.8,16.2,0,0,0,0,0,27,35
-82.96,42.28,WINDSOR,6139527,4/2/2018,2018,4,2,,,,,0,0,0,0,0,,
-82.96,42.28,WINDSOR,6139527,4/3/2018,2018,4,3,4.9,0.6,2.8,15.2,0,23.6,0.2,23.8,0,3,44
-82.96,42.28,WINDSOR,6139527,4/4/2018,2018,4,4,3.2,-2.7,0.3,17.7,0,0,0,0,0,28,78
-82.96,42.28,WINDSOR,6139527,4/5/2018,2018,4,5,5.9,-3.8,1.1,16.9,0,0,0,0,0,25,46
-82.96,42.28,WINDSOR,6139527,4/6/2018,2018,4,6,6.8,-3.1,1.9,16.1,0,0,0,0,0,32,59
-82.96,42.28,WINDSOR,6139527,4/7/2018,2018,4,7,3.4,-6.4,-1.5,19.5,0,0,0,0,0,24,39
-82.96,42.28,WINDSOR,6139527,4/8/2018,2018,4,8,3.7,-5.6,-1,19,0,0,0,0,0,,<31
-82.96,42.28,WINDSOR,6139527,4/9/2018,2018,4,9,4.1,-2.2,1,17,0,0,0.4,0.4,0,,<31
-82.96,42.28,WINDSOR,6139527,4/10/2018,2018,4,10,7.3,-1.6,2.9,15.1,0,0.2,0,0.2,0,18,33
-82.96,42.28,WINDSOR,6139527,4/11/2018,2018,4,11,13.6,0,6.8,11.2,0,0.7,0,0.7,0,21,52
-82.96,42.28,WINDSOR,6139527,4/12/2018,2018,4,12,23.8,4.3,14.1,3.9,0,0,0,0,0,25,65
-82.96,42.28,WINDSOR,6139527,4/13/2018,2018,4,13,12.5,2.5,7.5,10.5,0,14.2,0,14.2,0,3,41
-82.96,42.28,WINDSOR,6139527,4/14/2018,2018,4,14,5.9,-0.6,2.7,15.3,0,24.6,0,24.6,0,6,67
-82.96,42.28,WINDSOR,6139527,4/15/2018,2018,4,15,4.7,-0.6,2.1,15.9,0,30.1,0,30.1,0,8,59
-82.96,42.28,WINDSOR,6139527,4/16/2018,2018,4,16,3.6,-0.4,1.6,16.4,0,0,0.8,0.8,0,28,52
-82.96,42.28,WINDSOR,6139527,4/17/2018,2018,4,17,2.8,-1.8,0.5,17.5,0,0,0,0,1,29,52
-82.96,42.28,WINDSOR,6139527,4/18/2018,2018,4,18,5.2,-0.5,2.4,15.6,0,0.8,0,0.8,0,3,43
-82.96,42.28,WINDSOR,6139527,4/19/2018,2018,4,19,11.6,-1.3,5.2,12.8,0,0,0,0,0,36,48
-82.96,42.28,WINDSOR,6139527,4/20/2018,2018,4,20,12.6,-1.3,5.7,12.3,0,0,0,0,0,,<31
-82.96,42.28,WINDSOR,6139527,4/21/2018,2018,4,21,12.4,-2.8,4.8,13.2,0,0,0,0,0,,<31
-82.96,42.28,WINDSOR,6139527,4/22/2018,2018,4,22,16,-1.6,7.2,10.8,0,0,0,0,0,5,33
-82.96,42.28,WINDSOR,6139527,4/23/2018,2018,4,23,21.7,2.4,12.1,5.9,0,0,0,0,0,18,41
-82.96,42.28,WINDSOR,6139527,4/24/2018,2018,4,24,,,,,0,5.4,0,5.4,0,,
-82.96,42.28,WINDSOR,6139527,4/25/2018,2018,4,25,14.9,3.8,9.4,8.6,0,0,0,0,0,34,43
-82.96,42.28,WINDSOR,6139527,4/26/2018,2018,4,26,15.8,1.2,8.5,9.5,0,0,0,0,0,21,32
-82.96,42.28,WINDSOR,6139527,4/27/2018,2018,4,27,18.4,2.1,10.3,7.7,0,1.8,0,1.8,0,30,44
-82.96,42.28,WINDSOR,6139527,4/28/2018,2018,4,28,9.4,-0.6,4.4,13.6,0,0,0,0,0,33,39
-82.96,42.28,WINDSOR,6139527,4/29/2018,2018,4,29,14.1,-0.2,7,11,0,0,0,0,0,2,43
-82.96,42.28,WINDSOR,6139527,4/30/2018,2018,4,30,20.4,1.1,10.8,7.2,0,0,0,0,0,20,39
-82.96,42.28,WINDSOR,6139527,5/1/2018,2018,5,1,27.5,8.8,18.2,0,1.5,0,0,0,0,20,50
-82.96,42.28,WINDSOR,6139527,5/2/2018,2018,5,2,28.6,13.8,21.2,0,4.3,21.5,0,21.5,0,23,67
-82.96,42.28,WINDSOR,6139527,5/3/2018,2018,5,3,23,10.5,16.8,1.2,2,5.2,0,5.2,0,25,50
-82.96,42.28,WINDSOR,6139527,5/4/2018,2018,5,4,,,,,0,0.4,0,0.4,0,,
-82.96,42.28,WINDSOR,6139527,5/5/2018,2018,5,5,23.7,10.8,17.3,0.7,0.8,0,0,0,0,22,43
-82.96,42.28,WINDSOR,6139527,5/6/2018,2018,5,6,22.2,8.9,15.6,2.4,0,1,0,1,0,3,44
-82.96,42.28,WINDSOR,6139527,5/7/2018,2018,5,7,18.7,6.8,12.8,5.2,0,0,0,0,0,,<31
-82.96,42.28,WINDSOR,6139527,5/8/2018,2018,5,8,22.9,6.2,14.6,3.4,0,0,0,0,0,,<31
-82.96,42.28,WINDSOR,6139527,5/9/2018,2018,5,9,27.2,8.3,17.8,0.2,0.5,4.8,0,4.8,0,17,74
-82.96,42.28,WINDSOR,6139527,5/10/2018,2018,5,10,22.4,6.9,14.7,3.3,1.5,0,0,0,0,31,44
-82.96,42.28,WINDSOR,6139527,5/11/2018,2018,5,11,,,,,0,34.4,0,34.4,0,,
-82.96,42.28,WINDSOR,6139527,5/12/2018,2018,5,12,10.3,6.7,8.5,9.5,0,22.4,0,22.4,0,35,37
-82.96,42.28,WINDSOR,6139527,5/13/2018,2018,5,13,16.7,6.4,11.6,6.4,0,1.6,0,1.6,0,,<31
-82.96,42.28,WINDSOR,6139527,5/14/2018,2018,5,14,21.7,8.8,15.3,2.7,0,11.2,0,11.2,0,14,39
-82.96,42.28,WINDSOR,6139527,5/15/2018,2018,5,15,20.9,9.9,15.4,2.6,1.8,0.8,0,0.8,0,29,43
-82.96,42.28,WINDSOR,6139527,5/16/2018,2018,5,16,23.8,8.6,16.2,1.8,0,0,0,0,0,,<31
-82.96,42.28,WINDSOR,6139527,5/17/2018,2018,5,17,23.1,10.5,16.8,1.2,0,0,0,0,0,1,43
-82.96,42.28,WINDSOR,6139527,5/18/2018,2018,5,18,22.2,10.7,16.5,1.5,0,0.5,0,0.5,0,8,50
-82.96,42.28,WINDSOR,6139527,5/19/2018,2018,5,19,24.8,13.6,19.2,0,2.3,2,0,2,0,20,35
-82.96,42.28,WINDSOR,6139527,5/20/2018,2018,5,20,18.1,9.3,13.7,4.3,0,0,0,0,0,30,30
-82.96,42.28,WINDSOR,6139527,5/21/2018,2018,5,21,19.3,8.5,13.9,4.1,0,9.6,0,9.6,0,10,30
-82.96,42.28,WINDSOR,6139527,5/22/2018,2018,5,22,23.9,12.2,18.1,0,0.3,0.4,0,0.4,0,30,37
-82.96,42.28,WINDSOR,6139527,5/23/2018,2018,5,23,24.7,9.5,17.1,0.9,0,0,0,0,0,,<31
-82.96,42.28,WINDSOR,6139527,5/24/2018,2018,5,24,27.4,12.6,20,0,2.5,0,0,0,0,,<31
-82.96,42.28,WINDSOR,6139527,5/25/2018,2018,5,25,29.2,12.8,21,0,4.5,0,0,0,0,22,35
-82.96,42.28,WINDSOR,6139527,5/26/2018,2018,5,26,27.4,16.8,22.1,0,5.8,0.2,0,0.2,0,,<31
-82.96,42.28,WINDSOR,6139527,5/27/2018,2018,5,27,31.2,15.9,23.6,0,7.3,0,0,0,0,,<31
-82.96,42.28,WINDSOR,6139527,5/28/2018,2018,5,28,33.5,18.1,25.8,0,9.3,0,0,0,0,,<31
-82.96,42.28,WINDSOR,6139527,5/29/2018,2018,5,29,32.4,18.5,25.5,0,7.3,0,0,0,0,10,32
-82.96,42.28,WINDSOR,6139527,5/30/2018,2018,5,30,30.3,18.8,24.6,0,7,0,0,0,0,15,54
-82.96,42.28,WINDSOR,6139527,5/31/2018,2018,5,31,31.7,21.5,26.6,0,10,0.2,0,0.2,0,23,48
-82.96,42.28,WINDSOR,6139527,6/1/2018,2018,6,1,27,14.2,20.6,0,6.8,0,0,0,0,3,41
-82.96,42.28,WINDSOR,6139527,6/2/2018,2018,6,2,21.1,12.9,17,1,0,2.7,0,2.7,0,2,30
-82.96,42.28,WINDSOR,6139527,6/3/2018,2018,6,3,24.2,12,18.1,0,1,0.2,0,0.2,0,29,52
-82.96,42.28,WINDSOR,6139527,6/4/2018,2018,6,4,22.9,15.1,19,0,1.8,4.6,0,4.6,0,29,61
-82.96,42.28,WINDSOR,6139527,6/5/2018,2018,6,5,19.1,10.1,14.6,3.4,0,0,0,0,0,4,39
-82.96,42.28,WINDSOR,6139527,6/6/2018,2018,6,6,21.3,8.5,14.9,3.1,0,0,0,0,0,15,33
-82.96,42.28,WINDSOR,6139527,6/7/2018,2018,6,7,27.9,15.4,21.7,0,4.3,0,0,0,0,21,30
-82.96,42.28,WINDSOR,6139527,6/8/2018,2018,6,8,27.1,15,21.1,0,3.5,0,0,0,0,5,30
-82.96,42.28,WINDSOR,6139527,6/9/2018,2018,6,9,21.5,16.2,18.9,0,0.8,2,0,2,0,7,33
-82.96,42.28,WINDSOR,6139527,6/10/2018,2018,6,10,19.5,16.2,17.9,0.1,0.5,0.4,0,0.4,0,7,41
-82.96,42.28,WINDSOR,6139527,6/11/2018,2018,6,11,24.9,14.3,19.6,0,2.8,0,0,0,0,11,52
-82.96,42.28,WINDSOR,6139527,6/12/2018,2018,6,12,25.8,12.9,19.4,0,3,0,0,0,0,17,37
-82.96,42.28,WINDSOR,6139527,6/13/2018,2018,6,13,30.2,16.1,23.2,0,8,0,0,0,0,27,61
-82.96,42.28,WINDSOR,6139527,6/14/2018,2018,6,14,29,14,21.5,0,4.3,0,0,0,0,30,44
-82.96,42.28,WINDSOR,6139527,6/15/2018,2018,6,15,27.3,14,20.7,0,2,2.2,0,2.2,0,,<31
-82.96,42.28,WINDSOR,6139527,6/16/2018,2018,6,16,29.1,19.3,24.2,0,7,0,0,0,0,24,33
-82.96,42.28,WINDSOR,6139527,6/17/2018,2018,6,17,35.6,17.4,26.5,0,9.8,0,0,0,0,22,43
-82.96,42.28,WINDSOR,6139527,6/18/2018,2018,6,18,35.3,20.1,27.7,0,13.3,17.4,0,17.4,0,24,57
-82.96,42.28,WINDSOR,6139527,6/19/2018,2018,6,19,24.7,18.4,21.6,0,3.5,2.6,0,2.6,0,3,37
-82.96,42.28,WINDSOR,6139527,6/20/2018,2018,6,20,21.5,15.4,18.5,0,1,0,0,0,0,,<31
-82.96,42.28,WINDSOR,6139527,6/21/2018,2018,6,21,25,14.7,19.9,0,2.3,0,0,0,0,8,33
-82.96,42.28,WINDSOR,6139527,6/22/2018,2018,6,22,22.6,17.5,20.1,0,3,0.8,0,0.8,0,9,41
-82.96,42.28,WINDSOR,6139527,6/23/2018,2018,6,23,25.8,18.5,22.2,0,4.3,4.8,0,4.8,0,,<31
-82.96,42.28,WINDSOR,6139527,6/24/2018,2018,6,24,23.8,15,19.4,0,4,0.8,0,0.8,0,4,32
-82.96,42.28,WINDSOR,6139527,6/25/2018,2018,6,25,23.7,12.5,18.1,0,1,0,0,0,0,6,37
-82.96,42.28,WINDSOR,6139527,6/26/2018,2018,6,26,26.7,11.6,19.2,0,2,2.4,0,2.4,0,11,32
-82.96,42.28,WINDSOR,6139527,6/27/2018,2018,6,27,26,19.9,23,0,5.5,6,0,6,0,22,46
-82.96,42.28,WINDSOR,6139527,6/28/2018,2018,6,28,29.6,18.7,24.2,0,6.8,0,0,0,0,17,32
-82.96,42.28,WINDSOR,6139527,6/29/2018,2018,6,29,31.3,18.9,25.1,0,8.3,0,0,0,0,21,37
-82.96,42.28,WINDSOR,6139527,6/30/2018,2018,6,30,33.4,23.4,28.4,0,11.8,0,0,0,0,20,39
-82.96,42.28,WINDSOR,6139527,7/1/2018,2018,7,1,34,22.7,28.4,0,11.8,0,0,0,0,16,44
-82.96,42.28,WINDSOR,6139527,7/2/2018,2018,7,2,31.9,21.4,26.7,0,11.3,0,0,0,0,29,35
-82.96,42.28,WINDSOR,6139527,7/3/2018,2018,7,3,31.7,20.6,26.2,0,8,0,0,0,0,14,35
-82.96,42.28,WINDSOR,6139527,7/4/2018,2018,7,4,33.8,21.9,27.9,0,11,0,0,0,0,,<31
-82.96,42.28,WINDSOR,6139527,7/5/2018,2018,7,5,34.5,24.2,29.4,0,13,0.4,0,0.4,0,,
-82.96,42.28,WINDSOR,6139527,7/6/2018,2018,7,6,25.2,18.8,22,0,4.8,0,0,0,0,,<31
-82.96,42.28,WINDSOR,6139527,7/7/2018,2018,7,7,25.9,13.4,19.7,0,2.8,0,0,0,0,15,37
-82.96,42.28,WINDSOR,6139527,7/8/2018,2018,7,8,29.4,13.4,21.4,0,4,0,0,0,0,10,33
-82.96,42.28,WINDSOR,6139527,7/9/2018,2018,7,9,32.2,15.1,23.7,0,7.5,0,0,0,0,24,37
-82.96,42.28,WINDSOR,6139527,7/10/2018,2018,7,10,29.6,18.7,24.2,0,8.3,0,0,0,0,4,46
-82.96,42.28,WINDSOR,6139527,7/11/2018,2018,7,11,28.9,16.2,22.6,0,5,0,0,0,0,4,37
-82.96,42.28,WINDSOR,6139527,7/12/2018,2018,7,12,28.2,14.4,21.3,0,4.5,0,0,0,0,14,30
-82.96,42.28,WINDSOR,6139527,7/13/2018,2018,7,13,31.3,16.9,24.1,0,7.8,0,0,0,0,18,30
-82.96,42.28,WINDSOR,6139527,7/14/2018,2018,7,14,31,20.6,25.8,0,9.5,0,0,0,0,23,33
-82.96,42.28,WINDSOR,6139527,7/15/2018,2018,7,15,32.7,22.6,27.7,0,10.8,2.4,0,2.4,0,16,30
-82.96,42.28,WINDSOR,6139527,7/16/2018,2018,7,16,31.8,22.5,27.2,0,10.5,0,0,0,0,31,39
-82.96,42.28,WINDSOR,6139527,7/17/2018,2018,7,17,28.8,16.8,22.8,0,6.3,0,0,0,0,31,44
-82.96,42.28,WINDSOR,6139527,7/18/2018,2018,7,18,26.5,15.8,21.2,0,3.8,0,0,0,0,,<31
-82.96,42.28,WINDSOR,6139527,7/19/2018,2018,7,19,28,14.2,21.1,0,5,0,0,0,0,17,37
-82.96,42.28,WINDSOR,6139527,7/20/2018,2018,7,20,27.8,16.4,22.1,0,6.3,5.9,0,5.9,0,16,43
-82.96,42.28,WINDSOR,6139527,7/21/2018,2018,7,21,23,20,21.5,0,4.5,1.2,0,1.2,0,,<31
-82.96,42.28,WINDSOR,6139527,7/22/2018,2018,7,22,20.9,14.6,17.8,0.2,0.8,3.8,0,3.8,0,5,41
-82.96,42.28,WINDSOR,6139527,7/23/2018,2018,7,23,26.7,14.2,20.5,0,3.3,0.4,0,0.4,0,,<31
-82.96,42.28,WINDSOR,6139527,7/24/2018,2018,7,24,28.7,19.9,24.3,0,7.8,0,0,0,0,22,32
-82.96,42.28,WINDSOR,6139527,7/25/2018,2018,7,25,30.2,19.7,25,0,7.5,0,0,0,0,,<31
-82.96,42.28,WINDSOR,6139527,7/26/2018,2018,7,26,28.6,17.6,23.1,0,7,2,0,2,0,23,44
-82.96,42.28,WINDSOR,6139527,7/27/2018,2018,7,27,27.1,13.5,20.3,0,4,0,0,0,0,32,41
-82.96,42.28,WINDSOR,6139527,7/28/2018,2018,7,28,26.8,13.4,20.1,0,3.5,0,0,0,0,33,50
-82.96,42.28,WINDSOR,6139527,7/29/2018,2018,7,29,27.8,15.7,21.8,0,5.8,0,0,0,0,22,37
-82.96,42.28,WINDSOR,6139527,7/30/2018,2018,7,30,26.4,14.8,20.6,0,3.8,0,0,0,0,,<31
-82.96,42.28,WINDSOR,6139527,7/31/2018,2018,7,31,25.2,16,20.6,0,4,22.4,0,22.4,0,4,39
-82.96,42.28,WINDSOR,6139527,8/1/2018,2018,8,1,25.8,16.8,21.3,0,5,0,0,0,0,26,32
-82.96,42.28,WINDSOR,6139527,8/2/2018,2018,8,2,27.6,16,21.8,0,5.5,0,0,0,0,18,41
-82.96,42.28,WINDSOR,6139527,8/3/2018,2018,8,3,29.1,17.9,23.5,0,7.5,0,0,0,0,23,33
-82.96,42.28,WINDSOR,6139527,8/4/2018,2018,8,4,30.1,16.3,23.2,0,7.8,0,0,0,0,,<31
-82.96,42.28,WINDSOR,6139527,8/5/2018,2018,8,5,32.4,20.6,26.5,0,10.5,0,0,0,0,20,39
-82.96,42.28,WINDSOR,6139527,8/6/2018,2018,8,6,31,21.3,26.2,0,8,28.6,0,28.6,0,22,67
-82.96,42.28,WINDSOR,6139527,8/7/2018,2018,8,7,28.1,20.7,24.4,0,7.3,0.2,0,0.2,0,,<31
-82.96,42.28,WINDSOR,6139527,8/8/2018,2018,8,8,28.4,18.6,23.5,0,8.3,0,0,0,0,29,39
-82.96,42.28,WINDSOR,6139527,8/9/2018,2018,8,9,28.7,17.9,23.3,0,6.8,3,0,3,0,29,59
-82.96,42.28,WINDSOR,6139527,8/10/2018,2018,8,10,27.3,17.7,22.5,0,6.8,0,0,0,0,,<31
-82.96,42.28,WINDSOR,6139527,8/11/2018,2018,8,11,28.3,16.2,22.3,0,5.5,0,0,0,0,27,50
-82.96,42.28,WINDSOR,6139527,8/12/2018,2018,8,12,27.8,16.4,22.1,0,5.5,0,0,0,0,,<31
-82.96,42.28,WINDSOR,6139527,8/13/2018,2018,8,13,29,18.3,23.7,0,6.5,0,0,0,0,,<31
-82.96,42.28,WINDSOR,6139527,8/14/2018,2018,8,14,30.9,17,24,0,8,0,0,0,0,26,35
-82.96,42.28,WINDSOR,6139527,8/15/2018,2018,8,15,29.7,19,24.4,0,8.8,1.4,0,1.4,0,21,35
-82.96,42.28,WINDSOR,6139527,8/16/2018,2018,8,16,24.6,20.7,22.7,0,5,13,0,13,0,20,33
-82.96,42.28,WINDSOR,6139527,8/17/2018,2018,8,17,25.8,22,23.9,0,6.8,3.8,0,3.8,0,,<31
-82.96,42.28,WINDSOR,6139527,8/18/2018,2018,8,18,27,20.3,23.7,0,6.8,0,0,0,0,,<31
-82.96,42.28,WINDSOR,6139527,8/19/2018,2018,8,19,25.9,16.6,21.3,0,5.5,0,0,0,0,,<31
-82.96,42.28,WINDSOR,6139527,8/20/2018,2018,8,20,26.5,15.9,21.2,0,4.5,3.6,0,3.6,0,,<31
-82.96,42.28,WINDSOR,6139527,8/21/2018,2018,8,21,28.7,18.7,23.7,0,8,1.4,0,1.4,0,31,48
-82.96,42.28,WINDSOR,6139527,8/22/2018,2018,8,22,23.7,13.4,18.6,0,3,0,0,0,0,31,41
-82.96,42.28,WINDSOR,6139527,8/23/2018,2018,8,23,27.1,12.8,20,0,3.8,0,0,0,0,22,37
-82.96,42.28,WINDSOR,6139527,8/24/2018,2018,8,24,25.3,11.8,18.6,0,2.8,6.8,0,6.8,0,21,39
-82.96,42.28,WINDSOR,6139527,8/25/2018,2018,8,25,24.6,20.2,22.4,0,5,1.2,0,1.2,0,21,52
-82.96,42.28,WINDSOR,6139527,8/26/2018,2018,8,26,29,20.3,24.7,0,8.3,0,0,0,0,,<31
-82.96,42.28,WINDSOR,6139527,8/27/2018,2018,8,27,31.4,20.7,26.1,0,9.8,0,0,0,0,,
-82.96,42.28,WINDSOR,6139527,8/28/2018,2018,8,28,32.1,,,,11.8,0,0,0,0,,
-82.96,42.28,WINDSOR,6139527,8/29/2018,2018,8,29,29.3,,,,9.5,0,0,0,0,,
-82.96,42.28,WINDSOR,6139527,8/30/2018,2018,8,30,24.4,,,,3,0,0,0,0,,<31
-82.96,42.28,WINDSOR,6139527,8/31/2018,2018,8,31,26.4,13.4,19.9,0,3,0,0,0,0,,
-82.96,42.28,WINDSOR,6139527,9/1/2018,2018,9,1,29.7,,,,7.3,6.2,0,6.2,0,,
-82.96,42.28,WINDSOR,6139527,9/2/2018,2018,9,2,30.8,,,,9.5,0,0,0,0,23,41
-82.96,42.28,WINDSOR,6139527,9/3/2018,2018,9,3,31.2,21.4,26.3,0,10.8,6.6,0,6.6,0,26,41
-82.96,42.28,WINDSOR,6139527,9/4/2018,2018,9,4,,20,,,9.3,0,0,0,0,,
-82.96,42.28,WINDSOR,6139527,9/5/2018,2018,9,5,32.5,,,,11.3,1.2,0,1.2,0,29,54
-82.96,42.28,WINDSOR,6139527,9/6/2018,2018,9,6,,,,,5,0,0,0,0,,
-82.96,42.28,WINDSOR,6139527,9/7/2018,2018,9,7,22.3,17.4,19.9,0,2.5,0,0,0,0,,
-82.96,42.28,WINDSOR,6139527,9/8/2018,2018,9,8,18.6,,,,0.5,0,0,0,0,,
-82.96,42.28,WINDSOR,6139527,9/9/2018,2018,9,9,15.7,,,,0,9.5,0,9.5,0,5,63
-82.96,42.28,WINDSOR,6139527,9/10/2018,2018,9,10,16.7,13.9,15.3,2.7,0,0.8,0,0.8,0,6,44
-82.96,42.28,WINDSOR,6139527,9/11/2018,2018,9,11,22.3,11.3,16.8,1.2,1.3,0,0,0,0,,<31
-82.96,42.28,WINDSOR,6139527,9/12/2018,2018,9,12,23.6,10.4,17,1,0,0,0,0,0,,<31
-82.96,42.28,WINDSOR,6139527,9/13/2018,2018,9,13,23.4,14.6,19,0,2,0,0,0,0,,<31
-82.96,42.28,WINDSOR,6139527,9/14/2018,2018,9,14,27.8,15.7,21.8,0,4.8,0,0,0,0,,
-82.96,42.28,WINDSOR,6139527,9/15/2018,2018,9,15,29.4,,,,7,0,0,0,0,,
-82.96,42.28,WINDSOR,6139527,9/16/2018,2018,9,16,29.5,,,,6.8,0,0,0,0,7,32
-82.96,42.28,WINDSOR,6139527,9/17/2018,2018,9,17,28.5,16.3,22.4,0,5.8,0,0,0,0,,<31
-82.96,42.28,WINDSOR,6139527,9/18/2018,2018,9,18,,,,,5.5,0.4,0,0.4,0,,
-82.96,42.28,WINDSOR,6139527,9/19/2018,2018,9,19,,,,,3,63.6,0,63.6,0,,
-82.96,42.28,WINDSOR,6139527,9/20/2018,2018,9,20,24.9,14.5,19.7,0,3.8,3.6,0,3.6,0,,<31
-82.96,42.28,WINDSOR,6139527,9/21/2018,2018,9,21,29.9,14.5,22.2,0,8,0,0,0,0,25,72
-82.96,42.28,WINDSOR,6139527,9/22/2018,2018,9,22,16.1,7.8,12,6,0,0,0,0,0,35,48
-82.96,42.28,WINDSOR,6139527,9/23/2018,2018,9,23,20.3,7.1,13.7,4.3,0,0,0,0,0,7,32
-82.96,42.28,WINDSOR,6139527,9/24/2018,2018,9,24,,11.4,,,0,32.7,0,32.7,0,11,39
-82.96,42.28,WINDSOR,6139527,9/25/2018,2018,9,25,,,,,3.5,32.2,0,32.2,0,,
-82.96,42.28,WINDSOR,6139527,9/26/2018,2018,9,26,,,,,1.5,0,0,0,0,,
-82.96,42.28,WINDSOR,6139527,9/27/2018,2018,9,27,,,,,0,0,0,0,0,,
-82.96,42.28,WINDSOR,6139527,9/28/2018,2018,9,28,,,,,0,0.4,0,0.4,0,,
-82.96,42.28,WINDSOR,6139527,9/29/2018,2018,9,29,16.7,6.6,11.7,6.3,0,3.8,0,3.8,0,27,39
-82.96,42.28,WINDSOR,6139527,9/30/2018,2018,9,30,16,9.4,12.7,5.3,0,7.2,0,7.2,0,4,32
-82.96,42.28,WINDSOR,6139527,10/1/2018,2018,10,1,16.8,12.2,14.5,3.5,0,18.2,0,18.2,0,4,41
-82.96,42.28,WINDSOR,6139527,10/2/2018,2018,10,2,22.4,13.7,18.1,0,0,0,0,0,0,27,48
-82.96,42.28,WINDSOR,6139527,10/3/2018,2018,10,3,,,,,2.3,2.4,0,2.4,0,,
-82.96,42.28,WINDSOR,6139527,10/4/2018,2018,10,4,24,8.4,16.2,1.8,1,0,0,0,0,34,46
-82.96,42.28,WINDSOR,6139527,10/5/2018,2018,10,5,16.5,6.8,11.7,6.3,0,28,0,28,0,5,33
-82.96,42.28,WINDSOR,6139527,10/6/2018,2018,10,6,,,,,3,13.6,0,13.6,0,,
-82.96,42.28,WINDSOR,6139527,10/7/2018,2018,10,7,15.7,13.6,14.7,3.3,0,0.4,0,0.4,0,4,35
-82.96,42.28,WINDSOR,6139527,10/8/2018,2018,10,8,28.8,13.9,21.4,0,4,0,0,0,0,,<31
-82.96,42.28,WINDSOR,6139527,10/9/2018,2018,10,9,29.4,20.8,25.1,0,7.8,0,0,0,0,23,33
-82.96,42.28,WINDSOR,6139527,10/10/2018,2018,10,10,,,,,6,0.8,0,0.8,0,,
-82.96,42.28,WINDSOR,6139527,10/11/2018,2018,10,11,,,,,0,0,0,0,0,,
-82.96,42.28,WINDSOR,6139527,10/12/2018,2018,10,12,,,,,0,4.4,0,4.4,0,,
-82.96,42.28,WINDSOR,6139527,10/13/2018,2018,10,13,,,,,0,0,0,0,0,,
-82.96,42.28,WINDSOR,6139527,10/14/2018,2018,10,14,14.2,4.1,9.2,8.8,0,1.4,0,1.4,0,19,32
-82.96,42.28,WINDSOR,6139527,10/15/2018,2018,10,15,,,,,0,0,0,0,0,,
-82.96,42.28,WINDSOR,6139527,10/16/2018,2018,10,16,13,-0.6,6.2,11.8,0,0,0,0,0,23,56
-82.96,42.28,WINDSOR,6139527,10/17/2018,2018,10,17,9.7,2.3,6,12,0,0,0,0,0,28,52
-82.96,42.28,WINDSOR,6139527,10/18/2018,2018,10,18,10.7,-2.2,4.3,13.7,0,0,0,0,0,24,37
-82.96,42.28,WINDSOR,6139527,10/19/2018,2018,10,19,14.3,5.2,9.8,8.2,0,1.1,0,1.1,0,25,59
-82.96,42.28,WINDSOR,6139527,10/20/2018,2018,10,20,14.6,2.3,8.5,9.5,0,5.4,0,5.4,0,30,78
-82.96,42.28,WINDSOR,6139527,10/21/2018,2018,10,21,6.6,1.6,4.1,13.9,0,0,0,0,0,35,54
